"News#","Title Content","Matched Words","Score","Polarity"
"833","BEST PRODUCTS CO INC 4TH QTR SHR 1.44 DLRS VS 83 CTS","{best=1}","1","Positive"
"834","GENERALE HEAD CALLS FOR BELGIAN BANK FLEXIBILITY","{flexibility=1}","1","Positive"
"835","BEST PRODUCTS CO &lt;BES> 4TH QTR JAN 31 NET","{best=1}","1","Positive"
"836","K MART &lt;KM> TO SUPPLY HOME SHOPPING NETWORK","{}","0","Neutral"
"837","BANK OF SPAIN PROVIDES YEAR RECORD ASSISTANCE FUNDS","{}","0","Neutral"
"838","GREAT WESTERN &lt;GWF> TO REDEEM DEBENTURES","{redeem=1, great=1}","2","Positive"
"839","CHINA, PORTUGAL INITIAL MACAO PACT","{}","0","Neutral"
"840","ETHYL CORP &lt;EY> UNITS COMPLETE ACQUISITON","{}","0","Neutral"
"841","JEFFERIES IS MAKING A MARKET IN STANDARD &lt;SRD>","{}","0","Neutral"
"842","COLONIAL &lt;CABK> TALKS WITH DISSIDENTS BREAK DOWN","{break=-1, dissidents=-1}","-2","Negative"
"843","BRITISH POLITICIANS URGE JAPAN TRADE SANCTIONS","{}","0","Neutral"
"844","U.K. TRADE FIGURES BUOY HOPES OF INTEREST RATE CUT","{}","0","Neutral"
"845","S. KOREA MAY BUY U.S. OIL TO AID TRADE BALANCE","{}","0","Neutral"
"846","BP &lt;BP> TO HOLD NEW YORK PRESS CONFERENCE","{}","0","Neutral"
"847","U.S. TREASURY'S MULFORD REAFFIRMS G-6 PACT TO FOSTER CURRENCY STABILITY AROUND CURRENT LEVELS","{stability=1}","1","Positive"
"848","TREASURY'S MULFORD SAYS G-6 HAS NO CURRENCY TARGET ZONES, RANGES","{}","0","Neutral"
"849","GERMAN ANALYSTS SEE GOLD FIRMING LATER THIS YEAR","{gold=1}","1","Positive"
"850","ESSEX CHEMICAL &lt;ESX> SELLS CONVERTIBLE DEBT","{debt=-1}","-1","Negative"
"851","U.K. MONEY MARKET RECEIVES 226 MLN STG ASSISTANCE","{}","0","Neutral"
"852","SWEDEN REVISES BUDGET FORECASTS","{}","0","Neutral"
"853","BANK OF FRANCE LEAVES MONEY MARKET INTERVENTION RATE UNCHANGED AT 7-3/4 PCT - OFFICIAL","{}","0","Neutral"
"854","MCO &lt;MCO>, MAXXAM &lt;MXM> HOLDERS APPROVE MERGER","{approve=1}","1","Positive"
"855","CANADA DETAILS TWO BOND AUCTIONS","{}","0","Neutral"
"856","PRICE CO &lt;PCLB> 2ND QTR MARCH 15 NET","{}","0","Neutral"
"857","CAROLIAN SYSTEMS SEES LOWER FISCAL 1987 PROFIT","{}","0","Neutral"
"858","BANK OF FRANCE BUYS DOLLARS, SELLS YEN - DEALERS","{}","0","Neutral"
"859","TUNISIA TO BREAK TIES WITH IRAN","{break=-1}","-1","Negative"
"860","U.S TREASURY'S MULFORD REAFFIRMS G-6 AGREEMENT","{}","0","Neutral"
"861","FRENCH FREE MARKET CEREAL EXPORT BIDS DETAILED","{free=1}","1","Positive"
"862","U.S. GOLD EAGLE SALES PROJECTED AT 3.1 MLN OUNCES","{gold=1}","1","Positive"
"863","NEOAX &lt;NOAX> TO SELL NOVATRONICS FOR 20 MLN DLRS","{}","0","Neutral"
"864","PONCE FEDERAL BANK FSB &lt;PFBS> RAISES DIVIDEND","{}","0","Neutral"
"865","FOOTHILL GROUP &lt;FGI> SEES BETTER FIRST QUARTER","{better=1}","1","Positive"
"866","COMMODORE &lt;CBU> IN PACT FOR COMPUTER GRAPHICS","{}","0","Neutral"
"867","BANK OF FRANCE BUYS DOLLARS, SELLS YEN - DEALERS","{}","0","Neutral"
"868","STANDARD &lt;SRD> REFERRING BP &lt;BP> BID TO GROUP","{}","0","Neutral"
"869","MULFORD SEES MORE BANK LOANS TO DEBTORS IN 1987","{}","0","Neutral"
"870","ANCHOR GLASS &lt;AGLS> NOW SEES HIGHER 1ST QTR NET","{}","0","Neutral"
"871","MACNEAL-SCHWENDLER CORP &lt;MNS> RAISES PAYOUT","{}","0","Neutral"
"872","VISHAY &lt;VSH> COMPLETES EXCHANGE OFFER","{}","0","Neutral"
"873","CREDIT LYONNAIS UNIT HAS AUSTRALIAN DOLLAR BOND","{}","0","Neutral"
"874","VIACOM INTERNATIONAL INC &lt;VIA> SETS QUARTERLY","{}","0","Neutral"
"875","WALT DISNEY ISSUES 60 MLN AUS DLR EUROBOND","{issues=-1}","-1","Negative"
"876","U.K. MONEY MARKET GETS 25 MLN STG LATE HELP","{}","0","Neutral"
"877","IOMEGA &lt;IOMG> IN SUPPLY AGREEMENT","{}","0","Neutral"
"878","LIBYA ABANDONS CHAD STRONGHOLD AFTER DEFEATS","{defeats=1}","1","Positive"
"879","ROY F. WESTON &lt;WSTNA> DISTRIBUTING STATEMENT","{}","0","Neutral"
"880","PHLCORP &lt;PHX> HAS BREAKEVEN RESULTS","{}","0","Neutral"
"881","&lt;MARSAM PHARMACEUTICALS INC> IN INITIAL OFFERING","{}","0","Neutral"
"882","STONE CONTAINER &lt;STO> TO REDEEM DEBT","{redeem=1, debt=-1}","0","Neutral"
"883","FARM CREDIT SYSTEM REQUESTS U.S. CREDIT LINE","{}","0","Neutral"
"884","OAKWOOD HOMES &lt;OH> SELLS CONVERTIBLE DEBENTURES","{}","0","Neutral"
"885","EMCO SETS 75 MLN DLR DEBENTURE OFFERING","{}","0","Neutral"
"886","FISCHER-WATT TO SELL CONVERTIBLE PREFERRED","{}","0","Neutral"
"887","FOOTE MINERAL TO MERGE INTO RIO TINTO","{}","0","Neutral"
"888","ALUMINIUM SCRAP RECOVERY AND USAGE TO RISE","{scrap=-1, recovery=1}","0","Neutral"
"889","CROSS AND TRECKER &lt;CTCO> BUYS AUTOMATION UNIT","{}","0","Neutral"
"890","SALANT CORP &lt;SLT> 1ST QTR FEB 28 NET","{}","0","Neutral"
"891","CRAY &lt;CYR> INSTALLS 22 MLN DLR COMPUTER","{}","0","Neutral"
"892","HEALTHMATE INC &lt;HMTE> 4TH QTR LOSS","{loss=-1}","-1","Negative"
"893","KEATING REVISES DOWN AUSTRALIAN GROWTH FORECAST","{}","0","Neutral"
"894","VICON INDUSTRIES &lt;VII> VOTES STAGGERED BOARD","{}","0","Neutral"
"895","FRENCH STOCK BILL TO BE PRESENTED BEFORE JUNE","{}","0","Neutral"
"896","GERMAN TAX CUT BILL TO GO BEFORE CABINET APRIL 1","{}","0","Neutral"
"897","NATIONAL BANC OF COMMERCE CO &lt;NBCC> SETS PAYOUT","{}","0","Neutral"
"898","HARSCO CORP &lt;HSC> SETS REGULAR PAYOUT","{}","0","Neutral"
"899","MADAGASCAR COCOA PRODUCTION ESTIMATED HIGHER","{}","0","Neutral"
"900","COMPUTER ASSOCIATES &lt;CA> SETS TWO FOR ONE SPLIT","{split=-1}","-1","Negative"
"901","SWISS NET CAPITAL EXPORTS RISE IN 1986","{}","0","Neutral"
"902","ST LAWRENCE SEAWAY OPENING STILL MARCH 31","{}","0","Neutral"
"903","DUTCH GRAIN LEVY TEST CASE TO START IN APRIL","{}","0","Neutral"
"904","IDB APPROVES TRADE, PROJECT LOANS TO MEMBERS","{}","0","Neutral"
"905","Z-SEVEN FUND SEES HIGHER 1987 NET","{}","0","Neutral"
"906","FRENCH STOCK BILL TO BE PRESENTED BEFORE JUNE","{}","0","Neutral"
"907","JAGUAR OFFERS NEW LUXURY SEDAN","{luxury=1}","1","Positive"
"908","SPANISH REFINER PLANS GASOLINE ADDITIVE PLANT","{}","0","Neutral"
"909","WALL STREET STOCKS/U.S. OIL COMPANIES","{}","0","Neutral"
"910","ROY F. WESTON INC &lt;WSTNA> 4TH QTR NET","{}","0","Neutral"
"911","MOBIL &lt;MOB> TO UPGRADE REFINERY UNIT","{}","0","Neutral"
"912","WARNER-LAMBERT &lt;WLA> SUES MASON DISTRIBUTORS","{sues=-1}","-1","Negative"
"913","NOVA &lt;NOVX> TO GET BRADYKININ ANTAGONIST PATENT","{antagonist=-1}","-1","Negative"
"914","BLOCKBUSTER &lt;BBEC> TO ACQUIRE LICENSEE","{blockbuster=1}","1","Positive"
"915","BRAZIL SOY HARVEST 13 PCT COMPLETE - NEWSLETTER","{}","0","Neutral"
"916","CONTEL &lt;CTC> TO BUY WALKER COUNTY TELEPHONE","{}","0","Neutral"
"917","COMPUDYNE &lt;CDC> SEES COSTS FROM CLEAN-UP STUDY","{clean=1}","1","Positive"
"918","REUTERS TO CARRY SEAQ TWO-WAY U.K. SHARE QUOTES","{}","0","Neutral"
"919","MULFORD SAYS G-6 WANTS STABILITY","{stability=1}","1","Positive"
"920","SYMBOL TECHNOLOGIES &lt;SMBL> GETS CONTRACT","{}","0","Neutral"
"921","THERMO PROCESS &lt;TPSI> COMPLETES ACQUSITION","{}","0","Neutral"
"922","SIEMENS RAISES STAKE IN TELECOM PLUS OF U.S.","{}","0","Neutral"
"923","FRUEHAUF POSTS 20.3 MLN DLR 1986 LOSS","{loss=-1}","-1","Negative"
"924","MICHIGAN GENERAL &lt;MGL> TO SELL KRESTMARK UNIT","{}","0","Neutral"
"925","RABBIT SOFTWARE &lt;RABT> TO MERGE WITH CTI DATA","{}","0","Neutral"
"926","COMSTOCK GROUP INC &lt;CSTK> 4TH QTR LOSS","{loss=-1}","-1","Negative"
"927","TIME &lt;TL> SINKING FUND DEBENTURES YIELD 8.84 PCT","{sinking=-1}","-1","Negative"
"928","MITSUBISHI UNIT TO SUPPLY CELLULAR TELEPHONE SYSTEMS","{}","0","Neutral"
"929","U.S. SENATE HITS EC OILS TAX, VOWS RETALIATION","{}","0","Neutral"
"930","HEALTHMATE INC SAYS AUDITORS INTEND TO QUALIFY ITS FINANCIAL STATEMENTS","{qualify=1}","1","Positive"
"931","SWEDISH BANK, U.S. FIRM PLAN U.K. STOCK VENTURE","{}","0","Neutral"
"932","HARSCO CORP &lt;HSC> SETS QUARTERLY","{}","0","Neutral"
"933","MILASTAR CORP &lt;MILA> 3RD QTR JAN 31 LOSS","{loss=-1}","-1","Negative"
"934","BDM &lt;BDM> GETSW ARMY CONTRACT","{}","0","Neutral"
"935","BANK OF BOSTON EXPECTS 1ST QTR EARNINGS FROM 90 CTS TO 1.00 DLRS/SHR VS 79 CTS","{}","0","Neutral"
"936","BANK OF BOSTON &lt;BKB> SEES IMPROVED 1ST QUARTER","{improved=1}","1","Positive"
"937","LIBYA REPORTEDLY BOUGHT WHITE SUGAR","{}","0","Neutral"
"938","USAIR GETS APPROVAL TO BUY 9,309,394 PIEDMONT SHARES IN TENDER","{tender=1, approval=1}","2","Positive"
"939","FED EXPECTED TO ADD RESERVES","{}","0","Neutral"
"940","WRIGHT SAYS HOUSE BUDGET COMMITTEE ON TARGET","{}","0","Neutral"
"941","GE &lt;GE> CREDIT SUES PHOENIX FINANCIAL &lt;PHFC>","{sues=-1}","-1","Negative"
"942","DOLLAR/YEN INTERVENTION RESPONDS TO PRESSURE","{}","0","Neutral"
"943","WALL STREET STOCKS/U.S. OIL COMPANIES","{}","0","Neutral"
"944","MULFORD SAYS GERMANY, JAPAN HAVE NOT YET LIVED UP TO INTERNATIONAL COMMITMENTS","{}","0","Neutral"
"945","ORIENTAL FEDERAL INITIAL OFFERING UNDER WAY","{}","0","Neutral"
"946","FARMERS COMMODITIES TO CLEAR FUTURES FOR CO-OPS","{clear=1}","1","Positive"
"947","FRANK B. HALL &lt;FBH> DEBT MAY BE CUT BY MOODY'S","{moody=-1, debt=-1}","-2","Negative"
"948","NORCEN SEES IMPROVEMENT IN 1987 EARNINGS","{improvement=1}","1","Positive"
"949","COCOA COUNCIL HEAD TO PRESENT BUFFER COMPROMISE","{}","0","Neutral"
"950","SIEMENS REBUTTS U.S. CRITICISM ON CGCT OFFER","{criticism=-1}","-1","Negative"
"951","MULFORD DISAPPOINTED IN NEWLY INDUSTRIALIZED (NICS) EFFORTS TO STRENGTHEN CURRENCIES","{disappointed=-1}","-1","Negative"
"952","FORD &lt;F> NEARS GM &lt;GM> IN EXECUTIVE BONUSES","{bonuses=1}","1","Positive"
"953","MULFORD SAYS GERMANY, JAPAN SHOULD DO MORE","{}","0","Neutral"
"954","EC GRANTS EXPORT LICENCES 197,000 TONNES  FREE MARKET MAIZE, ZERO BARLEY - PARIS TRADERS","{free=1}","1","Positive"
"955","PIER 1 IMPORTS &lt;PIR> DECLARES STOCK SPLIT","{split=-1}","-1","Negative"
"956","RCM TECHNOLOGIES &lt;RCMT> ORDER INCREASED","{}","0","Neutral"
"957","LANCER CORP &lt;LACR> 4TH QTR NET","{}","0","Neutral"
"958","THERMO PROCESS &lt;TPSI> WINS 1.5 MLN DLR CONTRACT","{wins=1}","1","Positive"
"959","MACNEAL-SCHWENDLER CORP &lt;MNS> 4TH QTR JAN 31 NET","{}","0","Neutral"
"960","NICHOLS INSTITUTE &lt;LAB> 1ST QTR FEB 28 NET","{}","0","Neutral"
"961","FIRST MEDICAL DEVICES CORP &lt;FMDC> YEAR LOSS","{loss=-1}","-1","Negative"
"962","FIRST MEDICAL &lt;FMDC> GETS ORDER","{}","0","Neutral"
"963","HEALTHMATE &lt;HMTE> EXPECTS QUALIFIED OPINION","{qualified=1}","1","Positive"
"964","BALLY &lt;BLY> NAMES NEW CHIEF FINANCIAL OFFICER","{}","0","Neutral"
"965","BRAZIL ASKS 60-DAY EXTENSION SHORT-TERM CREDIT","{}","0","Neutral"
"966","HEALTHMATE INC &lt;HMTE> 4TH QTR LOSS","{loss=-1}","-1","Negative"
"967","USAIR &lt;U> CLEARED TO BUY PIEDMONT &lt;PIE> SHARES","{cleared=1}","1","Positive"
"968","FED SETS TWO BILLION DLR CUSTOMER REPURCHASE, FED SAYS","{}","0","Neutral"
"969","HOUSE OF FABRICS INC &lt;HF> 4TH QTR JAN 31 NET","{}","0","Neutral"
"970","GERMAN RETAILERS EXPECT GOOD 1987","{good=1}","1","Positive"
"971","GERMAN WAGE ROUND SAID TO LIMIT MONETARY OPTIONS","{limit=-1}","-1","Negative"
"972","FOREIGN FIRMS HOPE TO JOIN JAPAN TELECOM COMPANY","{}","0","Neutral"
"973","SIEMENS RAISES STAKE IN TELECOM PLUS OF U.S.","{}","0","Neutral"
"974","FIRST INTERSTATE SEEKS ACQUISITION","{}","0","Neutral"
"975","ATLANTIC RESEARCH &lt;ATRC> WINS MOTOR CONTRACT","{wins=1}","1","Positive"
"976","THOMAS AND BETTS &lt;TNB> FILES PATENT SUIT","{}","0","Neutral"
"977","HOUSE OF FABRICS &lt;HF> SEES RESULTS IMPROVING","{improving=1}","1","Positive"
"978","U.S. SENATE HITS EC OILS TAX, VOWS RETALIATION","{}","0","Neutral"
"979","CROP GENETICS INITIAL OFFERING UNDERWAY","{}","0","Neutral"
"980","KODAK &lt;EK> BUYS STAKE IN BIOTECHNOLOGY COMPANY","{}","0","Neutral"
"981","AVERY &lt;AVY> 1ST QTR FEB 28 NET","{}","0","Neutral"
"982","FORD &lt;F> CREDIT UNIT SELLS NEW ZEALAND DLR FRNS","{}","0","Neutral"
"983","IONICS &lt;ION> WINS 20-YEAR DESALINATION CONTRACT","{wins=1}","1","Positive"
"984","FED SETS TWO BILLION DLR CUSTOMER REPURCHASE","{}","0","Neutral"
"985","SENATE SEEKS U.S. PROBE OF CANADIAN CORN LEVY","{}","0","Neutral"
"986","RICOH REORGANIZES U.S. UNITS","{}","0","Neutral"
"987","UNITED WATER &lt;UWR>, BASE TEN &lt;BASE> SET VENTURE","{}","0","Neutral"
"988","KNIGHT-RIDDER INC &lt;KRN> SETS QUARTERLY","{}","0","Neutral"
"989","TECHNITROL INC &lt;TNL> SETS QUARTERLY","{}","0","Neutral"
"990","NATIONWIDE CELLULAR SERVICE INC &lt;NCEL> 4TH QTR","{}","0","Neutral"
"991","&lt;A.H.A. AUTOMOTIVE TECHNOLOGIES CORP> YEAR NET","{}","0","Neutral"
"992","BRAZIL SUGGESTS 60-DAY SHORT-TERM CREDIT EXTENSION","{}","0","Neutral"
"993","EMHART &lt;EMH> WINS FOUR COMMUNICATIONS CONTRACTS","{wins=1}","1","Positive"
"994","FLUOR &lt;FLR> AND UNITS DOWNGRADED BY S/P","{}","0","Neutral"
"995","BRUNSWICK CORP &lt;BC> SELLS NOTES AT 8.199 PCT","{}","0","Neutral"
"996","ROGERS &lt;ROG> SEES 1ST QTR NET UP SIGNIFICANTLY","{}","0","Neutral"
"997","JOHANNESBURG GOLD SHARES CLOSE MIXED TO FIRMER","{gold=1, firmer=1}","2","Positive"
"998","FEEDER CATTLE FUTURES SET NEW HIGHS, TURN MIXED","{}","0","Neutral"
"999","CBT CORN SPREADS","{}","0","Neutral"
"1000","TEXAS PANHANDLE/W OKLA FEEDLOT ROUNDUP - USDA","{}","0","Neutral"
"1001","MIDWEST GRAIN FUTURES 11:00   EDT","{}","0","Neutral"
"1002","VOLCKER PUSHES SPENDING CUTS OVER TRADE BILL","{}","0","Neutral"
"1003","MIDWEST GRAIN FUTURES 11:01   EDT","{}","0","Neutral"
"1004","CBT SOYBEAN SPREADS","{}","0","Neutral"
"1005","SIOUX FALLS CATTLE UP 0.50 DLR - USDA","{falls=-1}","-1","Negative"
"1006","CBT SOYBEAN OIL SPREADS","{}","0","Neutral"
"1007","FLASH SIOUX FALLS HOGS UP 1.75 DLR - USDA","{falls=-1, hogs=-1}","-2","Negative"
"1008","CBT SOYBEAN MEAL SPREADS","{}","0","Neutral"
"1009","AMERICAN SPORTS ADVISORS &lt;PIKS> TO LIQUIDATE","{}","0","Neutral"
"1010","N.Y. COFFEE FUTURES SLIGHTLY HIGHER, THIN EARLY","{}","0","Neutral"
"1011","THATCHER FIRM AS PRESSURE MOUNTS FOR ELECTIONS","{}","0","Neutral"
"1012","PORTUGUESE AIRLINE CONFIRMS AIRBUS A310 ORDER","{}","0","Neutral"
"1013","FLASH ST PAUL HOGS UP 1.00/2.00 DLRS - USDA","{hogs=-1}","-1","Negative"
"1014","VOLCKER SAYS RESTRICTIVE MONETARY POLICY WOULD HURT INVESTMENT","{restrictive=-1, hurt=-1}","-2","Negative"
"1015","WORLD SUGAR FUTURES TUMBLE IN EARLY TRADING","{tumble=-1}","-1","Negative"
"1016","GOLD AND SILVER CLOSE OFF HIGHS IN ZURICH","{gold=1}","1","Positive"
"1017","SWEDEN'S ERICSSON WINS U.S. ORDER","{wins=1}","1","Positive"
"1018","FLASH OMAHA HOGS UP 1.00 DLR - USDA","{hogs=-1}","-1","Negative"
"1019","CBT WHEAT FUTURES OPEN FIRMER, SET NEW HIGHS","{firmer=1}","1","Positive"
"1020","DOLLAR CLOSES LITTLE CHANGED IN FRANKFURT","{}","0","Neutral"
"1021","LIVE HOG FUTURES HIGHER EARLY","{}","0","Neutral"
"1022","MIDWEST GRAIN FUTURES 11:10   EDT","{}","0","Neutral"
"1023","HONEYWELL BULL INTRODUCES HIGH PERFORMANCE COMPUTERS FOR MEDIUM, LARGE FIRMS","{}","0","Neutral"
"1024","PORK BELLY FUTURES START HIGHER, THEN EASE","{ease=1}","1","Positive"
"1025","MISSOURI DIRECT HOGS UP 1.00-1.50 DLR - USDA","{hogs=-1}","-1","Negative"
"1026","VOLCKER SEES TIGHT POLICY HURTING INVESTMENT","{hurting=-1}","-1","Negative"
"1027","REUTERS &lt;RtrSY> UNIT COMPLETES TRADING SYSTEM","{}","0","Neutral"
"1028","LONDON LIFFE D.MARK CLOSE 1614 - APR 7","{}","0","Neutral"
"1029","LONDON LIFFE S.FRANC CLOSE 1616 - APR 7","{}","0","Neutral"
"1030","CBT SOYBEAN FUTURES OPEN SLIGHTLY FIRMER","{firmer=1}","1","Positive"
"1031","DOLLAR REMAINS IN NARROW RANGE IN QUIET ZURICH","{quiet=1}","1","Positive"
"1032","ST LOUIS CATTLE STEADY/UP 0.50 DLR - USDA","{steady=1}","1","Positive"
"1033","LIFFE, AFTER RECORD VOLUMES, SEES MORE GROWTH","{}","0","Neutral"
"1034","NEW BEDFORD INSTITUTION FOR SAVINGS &lt;NBBS> YEAR","{savings=1}","1","Positive"
"1035","HONEYWELL BULL UNVEILS FIVE NEW COMPUTERS","{}","0","Neutral"
"1036","OXFORD ENERGY CO &lt;OEN> TO BUILD ENRGY PLANT","{}","0","Neutral"
"1037","POLYDEX &lt;POLXF> ANTI-WRINKLE INGREDIENT PATENTED","{wrinkle=-1}","-1","Negative"
"1038","DIGITAL TRANSMISSION &lt;DTINU> OFFERS UNITS","{}","0","Neutral"
"1039","CBT SOYPRODUCT FUTURES HIGHER IN EARLY TRADE","{}","0","Neutral"
"1040","PRESIDENTIAL AIR &lt;PAIR> IN SALE/LEASEBACK","{}","0","Neutral"
"1041","MIDWEST GRAIN FUTURES 11:20   EDT","{}","0","Neutral"
"1042","HIGHWOOD &lt;HIWDF> COMMENTS ON SHARE PRICE RISE","{}","0","Neutral"
"1043","SPOT TIN SLIGHTLY LOWER ON EUROPEAN FREE MARKET","{free=1}","1","Positive"
"1044","FHLBB CHANGES SHORT-TERM DISCOUNT NOTE RATES","{}","0","Neutral"
"1045","GENERAL ELECTRIC&lt;GE>-POWERED HELICOPTER UNVEILED","{}","0","Neutral"
"1046","REUTER UNIT COMPLETES MERRILL LYNCH TRADING SYSTEM","{}","0","Neutral"
"1047","AFRICAN DEVELOPMENT BANK LOANS ROSE 42 PCT IN 1986","{}","0","Neutral"
"1048","OMAHA CATTLE UP 0.50 DLR - USDA","{}","0","Neutral"
"1049","MELRIDGE &lt;BULB> UNIT IN REAL ESTATE AGREEMENT","{}","0","Neutral"
"1050","PHOTRONICS CORP &lt;PHOT> YEAR FEB 28 NET","{}","0","Neutral"
"1051","MIDWAY AIRLINES &lt;MDWY> MARCH LOAD FACTOR FALLS","{falls=-1}","-1","Negative"
"1052","OCEAN BIO-CHEM INC &lt;OBCI> YEAR NET","{}","0","Neutral"
"1053","LOWE'S &lt;LOW> TO SELL DURAKON &lt;DRKN> LINER","{}","0","Neutral"
"1054","FEDERAL RESOURCES &lt;FDRC> NAMES NEW PRESIDENT","{}","0","Neutral"
"1055","WALKER TELECOMMUNICATIONS &lt;WTEL> GETS CONTRACT","{}","0","Neutral"
"1056","AIDC ISSUES AUSTRALIAN DOLLAR ZERO COUPON EUROBOND","{issues=-1}","-1","Negative"
"1057","TELE-COMMUNICATIONS &lt;TCOMA> SELLS CABLE SYSTEMS","{}","0","Neutral"
"1058","SWEDISH FINANCE FIRMS SEEN HIT BY DEREGULATION","{}","0","Neutral"
"1059","WALL STREET STOCKS HIGHER IN LATE MORNING","{}","0","Neutral"
"1060","ENVIRONMENTAL POWER CORP &lt;POWR> YEAR NET","{}","0","Neutral"
"1061","SWEDISH INDUSTRY SEES HIGHER 1987 PRODUCTION","{}","0","Neutral"
"1062","U.S. ENERGY FUTURES STEADY BUT QUIET","{quiet=1, steady=1}","2","Positive"
"1063","GERMAN LONG-TERM CAPITAL INFLOW SLUMPS IN FEBRUARY","{}","0","Neutral"
"1064","BRITISH TELECOM, NTT SIGN COOPERATION AGREEMENT","{}","0","Neutral"
"1065","SIOUX CITY CATTLE UP 0.50/1.00 DLR - USDA","{}","0","Neutral"
"1066","N.Y. COTTON FUTURES STEADY IN EARLY TRADING","{steady=1}","1","Positive"
"1067","SIOUX CITY HOGS STEADY/UP 1.25 DLR - USDA","{hogs=-1, steady=1}","0","Neutral"
"1068","MIDWEST GRAIN FUTURES 11:31   EDT","{}","0","Neutral"
"1069","EC SOURCES SAY UK WHEAT PLAN YET TO BE APPROVED","{}","0","Neutral"
"1070","BROKERAGE FIRM UPS STAKE IN ALLEGHENY &lt;AG>","{}","0","Neutral"
"1071","U.K. GRAIN FUTURES CLOSE STEADY TO FIRMER","{firmer=1, steady=1}","2","Positive"
"1072","KANSAS CITY SHIPMENTS AND RECEIPTS","{}","0","Neutral"
"1073","STONE &lt;STO> FILES FOR SECONDARY OFFERING","{}","0","Neutral"
"1074","LME METAL PM 2ND RING VOLUMES/PAIDS  - APR 7","{}","0","Neutral"
"1075","SPOT LARD, TALLOW, GREASE STEADY","{steady=1}","1","Positive"
"1076","BOEING PROPOSES WESTLAND DEAL","{}","0","Neutral"
"1077","ENVIRONMENTAL POWER &lt;POWR> GETS CONTRACTS","{}","0","Neutral"
"1078","LONE STAR &lt;LCE> SEES FLAT U.S. CEMENT DEMAND","{lone=-1}","-1","Negative"
"1079","U.S. ALUMINUM STOCKS HIGHER IN DECEMBER - ABMS","{}","0","Neutral"
"1080","MALTA TENDERS FOR WHITE SUGAR TODAY - TRADE","{}","0","Neutral"
"1081","CALTON &lt;CN> OFFERING DECLARED EFFECTIVE","{effective=1}","1","Positive"
"1082","CHILI'S &lt;CHLI> FILES FOR CONVERTIBLE DEBENTURES","{}","0","Neutral"
"1083","GOTTHARD BANK SELLS WARRANTS INTO DAINIPPON INK","{}","0","Neutral"
"1084","FED SETS TWO-DAY SYSTEM REPURCHASES, FED SAYS","{}","0","Neutral"
"1085","ALIAS RESEARCH IN CAPITAL JOINT VENTURE","{}","0","Neutral"
"1086","EMERY AIR &lt;EAF> MARCH SHIPMENTS RISE","{}","0","Neutral"
"1087","CORROON AND BLACK &lt;CBL> COMPLETE ACQUISITION","{}","0","Neutral"
"1088","COLONIAL &lt;CLBGA> TO ACQUIRE PENSACOLA BANK","{}","0","Neutral"
"1089","KANSAS CITY WHEAT MARGINALLY FIRMER AT MIDDAY","{firmer=1, marginally=-1}","0","Neutral"
"1090","MIDWEST GRAIN FUTURES 11:40   EDT","{}","0","Neutral"
"1091","ST JOSEPH HOGS UP 1.00/1.50 DLR - USDA","{hogs=-1}","-1","Negative"
"1092","Ia-So Minn direct hogs estimated rcpts 80,000 vs actual week ago 85,000 and actual year ago 72,000.","{hogs=-1}","-1","Negative"
"1093","OHIO DIRECT HOGS UP 1.00 DLR - USDA","{hogs=-1}","-1","Negative"
"1094","ONTARIO TREASURY BILL YIELD RISES","{}","0","Neutral"
"1095","UNIVERSITY &lt;UPT> REPORTS MARCH LENS SALE","{}","0","Neutral"
"1096","SUPER RITE FOODS INC &lt;SRFI> SETS QTRLY PAYOUT","{super=1}","1","Positive"
"1097","KANSAS CITY HOGS UP 1.50 DLR - USDA","{hogs=-1}","-1","Negative"
"1098","MILTON ROY CO &lt;MRC> SETS QUARTERLY","{}","0","Neutral"
"1099","JOLIET HOGS UP 1.00 DLR - USDA","{hogs=-1}","-1","Negative"
"1100","INDIANA DIRECT HOGS UP 1.00/1.50 DLR - USDA","{hogs=-1}","-1","Negative"
"1101","DELTA AIR &lt;DAL> TO EXPAND PASSENGER TERMINAL","{}","0","Neutral"
"1102","DOLLAR STEADY IN LATE PARIS TRADING","{steady=1}","1","Positive"
"1103","GOLDSIL AND GOLDEN RULE AGREE TO MERGE","{golden=1}","1","Positive"
"1104","FED SETS TWO-DAY SYSTEM REPURCHASES","{}","0","Neutral"
"1105","COLONIAL BANCGROUP INC &lt;CLBGA> 1ST QTR NET","{}","0","Neutral"
"1106","Dresdner to propose 1986 dividend 10 marks vs same, one-for-18 bonus share issue","{issue=-1, bonus=1}","0","Neutral"
"1107","LONDON OILS/SEEDS CLOSE QUIETLY MIXED","{}","0","Neutral"
"1108","WALL STREET STOCKS/AUTOMAKERS","{}","0","Neutral"
"1109","ST PAUL CATTLE UP 1.00/1.50 DLR - USDA","{}","0","Neutral"
"1110","ST PAUL HOGS UP 1.00/2.00 DLRS - USDA","{hogs=-1}","-1","Negative"
"1111","EUROPEAN SOY/FEED AFTERNOON GENERALLY ACTIVE","{}","0","Neutral"
"1112","CASH SOYMEAL BASIS STEADY IN INCREASED TRADE","{steady=1}","1","Positive"
"1113","MIDWEST GRAIN FUTURES 11:50   EDT","{}","0","Neutral"
"1114","BROWNING-FERRIS &lt;BFI> UNIT SEEKS WASTE PERMIT","{waste=-1}","-1","Negative"
